Row.names	beta_.Intercept.	beta_bone1	beta_daysinculture	beta_bone0.queen1	beta_bone1.queen1	beta_bone0.treatmentE2	beta_bone1.treatmentE2	se_.Intercept.	se_bone1	se_daysinculture	se_bone0.queen1	se_bone1.queen1	se_bone0.treatmentE2	se_bone1.treatmentE2	p_val_.Intercept.	p_val_bone1	p_val_daysinculture	p_val_bone0.queen1	p_val_bone1.queen1	p_val_bone0.treatmentE2	p_val_bone1.treatmentE2	fdr_Queen_at_lb	fdr_Queen_at_vert	Gene	Genename	highlight
ENSFDAG00000013517	-0.311731877	-0.050526229	0.047265892	0.099849526	-0.438720238	-0.010501324	-0.084258139	0.503186251	0.116594794	0.005581402	0.130296175	0.166709653	0.112767807	0.146541242	0.660330107	0.882365469	0.526950138	0.782073571	0.282597675	0.97505286	0.825788584	0.833457508	0.999843736	ENSFDAG00000013517_ADAMTS7	ADAMTS7	0
ENSFDAG00000014567	-0.003465314	0.297469626	-0.002317546	-0.051905062	-0.094770443	-0.363963233	-0.062758155	0.136603005	0.031652692	0.001515217	0.035372288	0.045257675	0.030613756	0.039782435	0.992519232	0.09452354	0.952523948	0.782563171	0.65597396	0.037509778	0.753029198	0.833457508	0.999843736	ENSFDAG00000014567_ENSFDAG00000014567	ENSFDAG00000014567	0
ENSFDAG00000016052	-0.455461029	-0.212301319	0.062204921	-0.046909888	0.120295966	-0.181631101	0.186891651	0.111610381	0.025861576	0.001237996	0.028900642	0.036977417	0.025012722	0.032503917	0.172780573	0.186782994	0.077072526	0.782596106	0.531590536	0.250785412	0.29991024	0.833457508	0.999843736	ENSFDAG00000016052_FRMD4B	FRMD4B	0
ENSFDAG00000016349	0.177523761	0.044164017	-0.024015846	0.027946999	0.012977979	0.024836432	-0.020382557	0.039246873	0.009094011	0.000435331	0.010162673	0.013002805	0.008795518	0.011429735	0.370202132	0.643280416	0.249718309	0.78160793	0.909386721	0.791144508	0.848798513	0.833457508	0.999843736	ENSFDAG00000016349_PRPF39	PRPF39	0
ENSFDAG00000016404	-1.08387689	0.911639491	0.095723124	0.084934874	-0.218327568	-0.336494524	-0.438021967	0.365511191	0.084693694	0.004054294	0.094646287	0.121096798	0.081913795	0.106446597	0.07300638	0.001732967	0.132749559	0.782486958	0.530399214	0.239711575	0.1794182	0.833457508	0.999843736	ENSFDAG00000016404_NCAM2	NCAM2	0
ENSFDAG00000018704	-0.057358436	0.198030218	0.002897734	-0.024145441	-0.114598223	-0.099214404	-0.06961099	0.029579325	0.006853914	0.000328097	0.007659337	0.009799868	0.006628948	0.008614287	0.738752638	0.0167566	0.872899314	0.7826308	0.247017248	0.223005381	0.453247565	0.833457508	0.999843736	ENSFDAG00000018704_AKIP1	AKIP1	0
ENSFDAG00000020437	-0.112159398	0.188713488	0.004392351	0.024168663	-0.001477294	-0.008435621	-0.058758884	0.029320488	0.006793938	0.000325226	0.007592313	0.009714113	0.006570941	0.008538907	0.512459233	0.022049859	0.807572404	0.781493029	0.988041157	0.917118036	0.524857289	0.833457508	0.999843736	ENSFDAG00000020437_YAE1	YAE1	0
ENSFDAG00000020997	0.070294309	0.084097115	-0.000679769	0.038352472	-0.298803284	-0.258043389	-0.093498101	0.073678944	0.017072369	0.000817256	0.019078591	0.024410427	0.016512003	0.021457271	0.79565884	0.519817384	0.98102937	0.781269985	0.055814217	0.044628971	0.52328731	0.833457508	0.999843736	ENSFDAG00000020997_HDAC9	HDAC9	0
ENSFDAG00000012326	0.121290905	0.046554652	-0.010942657	-0.03906875	-0.044081497	-0.083053197	-0.082028586	0.077531839	0.017965135	0.000859992	0.020076268	0.025686922	0.017375466	0.022579337	0.663126736	0.728340083	0.709041897	0.782753499	0.783283344	0.528649426	0.585137671	0.83347437	0.999843736	ENSFDAG00000012326_PNKD	PNKD	0
ENSFDAG00000002230	-0.087900073	-0.210375586	0.019285972	0.041056405	0.119077309	-0.063837713	0.028011654	0.085833716	0.019888788	0.000952078	0.022225975	0.028437401	0.019235979	0.024997065	0.764156593	0.135769076	0.531947166	0.783015485	0.480107905	0.645316718	0.859373561	0.833489139	0.999843736	ENSFDAG00000002230_METTL15	METTL15	0
ENSFDAG00000007550	0.296612931	-0.399899233	-0.005479495	0.066171834	-0.424082267	-0.010873425	-0.112440897	0.222642663	0.051589199	0.002469579	0.05765159	0.073763305	0.049895888	0.064839475	0.529600052	0.078298932	0.912200947	0.782861006	0.118416048	0.961175797	0.658796721	0.833489139	0.999843736	ENSFDAG00000007550_SDC3	SDC3	0
ENSFDAG00000013575	0.100229658	0.100360356	-0.014879655	-0.029753751	-0.015374065	0.035414058	-0.069317358	0.045078062	0.010445173	0.000500011	0.011672614	0.014934725	0.010102331	0.013127933	0.636871218	0.326107769	0.505774908	0.783012002	0.899888071	0.724581506	0.545189684	0.833489139	0.999843736	ENSFDAG00000013575_EMC6	EMC6	0
ENSFDAG00000010525	1.120846622	-0.198890792	-0.124905791	0.062175118	0.019548406	0.085146485	0.11925731	0.197165514	0.045685812	0.002186983	0.05105448	0.065322521	0.044186268	0.057419851	0.011594861	0.352103809	0.007564512	0.783186314	0.939032743	0.685430869	0.618706544	0.833571765	0.999843736	ENSFDAG00000010525_NAT10	NAT10	0
ENSFDAG00000013365	0.001979655	0.06256255	-0.003400682	0.030070755	0.047808537	-0.050282261	-0.011694042	0.046174263	0.010699177	0.00051217	0.011956467	0.015297905	0.010347998	0.013447175	0.992649391	0.545286467	0.880555298	0.783311278	0.699100057	0.621097523	0.919674474	0.833615685	0.999843736	ENSFDAG00000013365_U2SURP	U2SURP	0
ENSFDAG00000007036	-0.34337325	0.208318145	0.038476433	0.039141896	-0.343279989	-0.057592979	-0.167715041	0.078444832	0.018176687	0.000870119	0.020312681	0.025989404	0.017580074	0.022845225	0.220205239	0.12231077	0.192102776	0.78359553	0.033223986	0.66402024	0.267162789	0.833794984	0.935628141	ENSFDAG00000007036_MITD1	MITD1	0
ENSFDAG00000016345	0.058098792	-0.037948597	-0.010480657	0.044710026	0.288336893	-0.01298667	0.016068249	0.102483813	0.023746832	0.001136763	0.026537388	0.033953712	0.02296739	0.029846017	0.855987323	0.805481403	0.755913175	0.783732704	0.117631716	0.931710995	0.925896347	0.833834035	0.999843736	ENSFDAG00000016345_ITPRID2	ITPRID2	0
ENSFDAG00000014934	0.413970897	-0.300064224	-0.036979185	0.055556779	0.093124094	0.073219793	0.001473691	0.15842705	0.036709607	0.001757292	0.041023455	0.052488156	0.035504688	0.046138178	0.298315643	0.117321102	0.377703414	0.783856447	0.684395299	0.697583421	0.994525899	0.833873077	0.999843736	ENSFDAG00000014934_NAPRT	NAPRT	0
ENSFDAG00000001936	0.395502341	-0.221105489	-0.046162179	0.078320477	0.009997839	0.134047363	0.303514853	0.316038707	0.073230276	0.003505539	0.081835771	0.104706166	0.070826641	0.092038892	0.481729252	0.413893884	0.43558717	0.784252717	0.975351473	0.614481989	0.317094041	0.833894581	0.999843736	ENSFDAG00000001936_MRPL4	MRPL4	0
ENSFDAG00000008973	-0.274653794	-0.074571761	0.035814118	-0.053887919	-0.028013452	-0.098248258	0.153341353	0.149892063	0.034731939	0.001662621	0.038813387	0.049660446	0.033591934	0.043652562	0.47807112	0.689054818	0.379764701	0.784447927	0.899963436	0.59192224	0.462991628	0.833894581	0.999843736	ENSFDAG00000008973_LIG4	LIG4	0
ENSFDAG00000015723	0.207894456	0.044762186	-0.026432004	0.024942413	0.089895753	-0.011693227	-0.067243483	0.032059025	0.007428493	0.000355603	0.008301436	0.010621413	0.007184667	0.009336442	0.245603267	0.603516024	0.161011984	0.784273003	0.383064283	0.89027759	0.486478752	0.833894581	0.999843736	ENSFDAG00000015723_CCDC134	CCDC134	0
ENSFDAG00000017247	0.161476076	-0.07592717	-0.012442952	-0.031488557	0.055012338	-0.046058644	-0.041056413	0.051184414	0.011860094	0.000567744	0.013253807	0.016957808	0.01147081	0.014906265	0.475388698	0.48568189	0.601522365	0.784456736	0.672696638	0.667162769	0.736662329	0.833894581	0.999843736	ENSFDAG00000017247_TRAPPC2L	TRAPPC2L	0
ENSFDAG00000017952	-0.198493943	0.128924188	0.024938493	-0.038801314	-0.085457626	-0.135761731	-0.127026687	0.07764806	0.017992065	0.000861282	0.020106363	0.025725427	0.017401512	0.022613184	0.476259721	0.336473712	0.395457058	0.784361244	0.59416752	0.303403402	0.398265735	0.833894581	0.999843736	ENSFDAG00000017952_TEX49	TEX49	0
ENSFDAG00000019172	-1.703898562	1.360921879	0.130049288	0.076487446	0.633086443	-0.215666022	0.184566153	0.378091187	0.045470392	0.00455471	0.078173698	0.094647014	0.044959649	0.059031535	0.005587464	1.75E-10	0.053981901	0.784419274	0.039606428	0.309098488	0.447467502	0.833894581	0.999843736	ENSFDAG00000019172_ETV1	ETV1	0
ENSFDAG00000000079	0.159284169	-0.594469036	0.008767662	0.071200138	-0.157736451	-0.060057661	0.298162668	0.264799678	0.061357527	0.00293719	0.068567822	0.087730263	0.05934359	0.077116721	0.756912357	0.016399014	0.871481155	0.785693398	0.594347704	0.80526683	0.282961555	0.834195459	0.999843736	ENSFDAG00000000079_PEX6	PEX6	0
ENSFDAG00000001207	0.090423439	-0.026816767	-0.011517895	-0.038100499	0.08408777	0.076438779	0.008622471	0.075913696	0.01759019	0.000842044	0.019657263	0.025150818	0.017012828	0.022108091	0.742770517	0.83976401	0.691424555	0.78581445	0.59595884	0.557850238	0.953756275	0.834195459	0.999843736	ENSFDAG00000001207_EXOSC5	EXOSC5	0
ENSFDAG00000001460	-0.185599105	0.00285649	0.020996431	-0.02651448	-0.13431008	0.024963593	0.104784994	0.036582728	0.008476694	0.00040578	0.009472814	0.012120152	0.008198463	0.010653865	0.331861571	0.975249169	0.297264329	0.78529686	0.222470473	0.782776493	0.31001731	0.834195459	0.999843736	ENSFDAG00000001460_IMPACT	IMPACT	0
ENSFDAG00000003520	0.580277048	-0.087069295	-0.0682008	-0.04932768	0.107872099	-0.044482452	0.252791852	0.127236167	0.029482274	0.001411319	0.032946818	0.042154366	0.028514578	0.037054562	0.103782813	0.612092084	0.069459515	0.785807326	0.599307018	0.792223838	0.189103996	0.834195459	0.999843736	ENSFDAG00000003520_KIF23	KIF23	0
ENSFDAG00000006274	0.809722361	-0.392824744	-0.079329789	0.0806141	-0.237667457	0.196998884	0.105730563	0.337494774	0.078201926	0.003743532	0.087391653	0.111814734	0.075635106	0.09828747	0.163375927	0.160104222	0.194779651	0.785088229	0.477235788	0.473798893	0.735928737	0.834195459	0.999843736	ENSFDAG00000006274_ENSFDAG00000006274	ENSFDAG00000006274	0
ENSFDAG00000006413	0.367597436	-0.334630617	-0.031207317	0.044512307	-0.044061804	0.183507548	0.05041569	0.10296787	0.023858994	0.001142132	0.026662731	0.034114084	0.023075871	0.029986987	0.251973142	0.030280267	0.355789454	0.785159776	0.811447727	0.227038756	0.770945573	0.834195459	0.999843736	ENSFDAG00000006413_NBAS	NBAS	0
ENSFDAG00000006684	-0.333693945	0.301379278	0.022767355	-0.024793812	-0.002826976	0.024223329	0.025958693	0.031923513	0.007397093	0.000354099	0.008266346	0.010576517	0.007154298	0.009296978	0.061812376	0.000458065	0.226316735	0.78508317	0.978070124	0.774583243	0.787758188	0.834195459	0.999843736	ENSFDAG00000006684_TXNDC15	TXNDC15	0
ENSFDAG00000007001	-0.127671032	0.180706585	0.00701087	-0.018425912	-0.049539176	0.034445742	-0.057127135	0.017772097	0.004118026	0.00019713	0.004601947	0.005888039	0.00398286	0.005175708	0.338221236	0.004862881	0.617540739	0.785915918	0.518538503	0.585199536	0.427155992	0.834195459	0.999843736	ENSFDAG00000007001_ARFIP1	ARFIP1	0
ENSFDAG00000007751	0.65634172	-0.307074971	-0.069403422	-0.05465182	0.025207751	0.172852797	0.270684359	0.155911231	0.036126659	0.001729386	0.040372003	0.051654645	0.034940874	0.045405504	0.096466517	0.106183498	0.095133691	0.785624149	0.911685953	0.355112375	0.203975067	0.834195459	0.999843736	ENSFDAG00000007751_TBL3	TBL3	0
ENSFDAG00000012400	-0.086855482	0.028864143	0.009799834	0.018828577	-0.039877084	0.040740251	-0.101383212	0.018562942	0.004301275	0.000205902	0.00480673	0.006150052	0.004160094	0.005406023	0.523805288	0.6598583	0.494639285	0.785947457	0.611108452	0.527619778	0.167931155	0.834195459	0.999843736	ENSFDAG00000012400_RNF115	RNF115	0
ENSFDAG00000015222	1.312616407	-0.362461056	-0.14443688	-0.092040656	0.081330871	-0.091301118	0.039589428	0.683920494	0.02073323	0.008722601	0.114862652	0.121686308	0.02096	0.027435299	0.112464571	0.011827191	0.121979411	0.785948585	0.815645285	0.528276946	0.811094283	0.834195459	0.999843736	ENSFDAG00000015222_RPIA	RPIA	0
ENSFDAG00000019461	0.424586188	-0.360772371	-0.026757162	-0.117009087	0.551954455	0.116799773	-0.578082299	0.71281175	0.165167747	0.007906593	0.184577072	0.236160267	0.159746451	0.207589773	0.615037185	0.374697276	0.763478506	0.785351306	0.256042508	0.770109957	0.204519154	0.834195459	0.999843736	ENSFDAG00000019461_ENSFDAG00000019461	ENSFDAG00000019461	0
ENSFDAG00000030064	-0.769283703	0.193537627	0.089888977	0.089987556	-0.224362476	-0.246448661	-0.131540746	0.423524136	0.098136047	0.00469778	0.109668289	0.140316954	0.09491493	0.123341512	0.237173333	0.536704157	0.189697254	0.785827548	0.549202014	0.423743658	0.707997818	0.834195459	0.999843736	ENSFDAG00000030064_ENSFDAG00000030064	ENSFDAG00000030064	0
ENSFDAG00000001094	0.124533024	-0.095068946	-0.008969379	-0.030610408	0.025925564	-0.044092769	0.039159588	0.050102175	0.011609325	0.000555739	0.01297357	0.016599254	0.011228273	0.014591088	0.577964476	0.377593826	0.703592393	0.788126403	0.840521923	0.677327587	0.74579721	0.834940337	0.999843736	ENSFDAG00000001094_PPP4R3A	PPP4R3A	0
ENSFDAG00000001117	-0.360291126	-0.601022782	0.074803334	0.040535086	-0.124848659	-0.193392254	0.198708093	0.088383808	0.020479677	0.000980364	0.022886301	0.029282267	0.019807473	0.02573972	0.225550208	2.67E-05	0.016891472	0.788742779	0.465638102	0.169404554	0.215512083	0.834940337	0.999843736	ENSFDAG00000001117_ACVR2A	ACVR2A	0
ENSFDAG00000002195	-0.113385014	0.066380568	0.011568618	0.024446477	0.011559688	-0.0914293	-0.011871964	0.031969175	0.007407673	0.000354606	0.00827817	0.010591645	0.007164532	0.009310276	0.525984895	0.440553635	0.538990952	0.788169386	0.910568187	0.280067166	0.902076548	0.834940337	0.999843736	ENSFDAG00000002195_ENSFDAG00000002195	ENSFDAG00000002195	0
ENSFDAG00000004604	0.46849703	0.174690791	-0.059189434	0.094685627	-0.376165578	0.322141888	-0.442588684	0.478198584	0.110804827	0.005304236	0.123825813	0.158431038	0.107167883	0.139264168	0.498095301	0.599724882	0.416387372	0.787869529	0.344628761	0.325093483	0.235626697	0.834940337	0.999843736	ENSFDAG00000004604_RF00189	RF00189	0
ENSFDAG00000006246	0.217758702	0.072705573	-0.031268999	0.021396811	0.037444633	0.066744946	-0.030117003	0.024510357	0.005679368	0.000271872	0.006346767	0.008120478	0.005492954	0.007138069	0.164251094	0.334666817	0.057906047	0.788253326	0.677756488	0.367819296	0.721489595	0.834940337	0.999843736	ENSFDAG00000006246_POLE3	POLE3	0
ENSFDAG00000006780	-0.097645171	0.019913798	0.011946307	-0.029870071	0.029153229	-0.082820702	0.019762352	0.047246629	0.010947658	0.000524065	0.012234148	0.015653188	0.010588323	0.013759477	0.65326828	0.849055272	0.601778706	0.787119294	0.815749186	0.42089516	0.866208939	0.834940337	0.999843736	ENSFDAG00000006780_CCDC186	CCDC186	0
ENSFDAG00000007002	0.442877468	-0.118452082	-0.04523602	0.030972299	0.064240833	-0.05606037	0.012660091	0.051644892	0.011966793	0.000572851	0.013373044	0.017110368	0.011574007	0.015040368	0.051317905	0.278891043	0.05875701	0.788830609	0.623346483	0.602302945	0.917780117	0.834940337	0.999843736	ENSFDAG00000007002_EIF1AD	EIF1AD	0
ENSFDAG00000008710	0.186722912	-0.13638345	-0.019239749	0.044978254	0.09586737	0.063348941	0.02152278	0.10810008	0.025048194	0.001199059	0.027991677	0.035814426	0.024226037	0.031481623	0.570091563	0.388833651	0.578469557	0.788055549	0.612454639	0.684005403	0.90345143	0.834940337	0.999843736	ENSFDAG00000008710_RNF111	RNF111	0
ENSFDAG00000009318	0.801627699	0.190583198	-0.107159504	0.06518233	-0.358955678	0.410605734	-0.118118209	0.228544967	0.052956839	0.002535048	0.059179946	0.075718786	0.051218638	0.066558383	0.093577354	0.407569817	0.033310286	0.788743107	0.192068357	0.069630333	0.64706608	0.834940337	0.999843736	ENSFDAG00000009318_SLC9A8	SLC9A8	0
ENSFDAG00000010142	0.608264338	-0.472054107	-0.053255221	0.077666245	-0.004137457	0.201667814	0.101042397	0.322571307	0.074743964	0.003577999	0.083527337	0.106870469	0.072290645	0.093941359	0.284180499	0.084230967	0.373298557	0.788136589	0.989902054	0.453219054	0.741651736	0.834940337	0.999843736	ENSFDAG00000010142_FLNB	FLNB	0
ENSFDAG00000010408	0.974200343	-0.350295559	-0.106795379	0.078185783	0.091818701	0.28331008	0.221044422	0.325757121	0.075482159	0.003613337	0.084352279	0.107925955	0.07300461	0.094869153	0.08784558	0.202306862	0.075628294	0.787773718	0.779867863	0.294387791	0.472968677	0.834940337	0.999843736	ENSFDAG00000010408_ARHGDIA	ARHGDIA	0
ENSFDAG00000011398	0.037779914	-0.044616925	0.00704904	-0.043779191	-0.119718283	-0.177089752	-0.069759813	0.102064575	0.023649689	0.001132112	0.02642883	0.033814815	0.022873435	0.029723923	0.905864764	0.771719709	0.83405749	0.787702451	0.515021343	0.241630385	0.685753501	0.834940337	0.999843736	ENSFDAG00000011398_CDIPT	CDIPT	0
ENSFDAG00000011825	-0.178031155	0.073861782	0.019068155	-0.020895595	-0.034262353	-0.02013533	-0.032373292	0.023387234	0.005419126	0.000259414	0.006055943	0.007748379	0.005241254	0.006810986	0.2443658	0.315689018	0.236455932	0.788305164	0.697102398	0.780915862	0.694860873	0.834940337	0.999843736	ENSFDAG00000011825_ARMCX3	ARMCX3	0
ENSFDAG00000012167	-0.429491683	0.11165079	0.040638554	0.044709041	0.405417976	-0.283001439	0.175856156	0.106571802	0.024694072	0.001182107	0.027595941	0.035308095	0.023883539	0.031036548	0.188298427	0.477392746	0.237213958	0.78782457	0.030960908	0.067068479	0.318178704	0.834940337	0.922230769	ENSFDAG00000012167_NFIB	NFIB	0
ENSFDAG00000013374	0.20865454	-0.042543668	-0.02336716	0.043588536	-0.038012093	0.045593123	-0.032566923	0.101877399	0.023606318	0.001130036	0.026380362	0.033752802	0.022831488	0.029669413	0.513294989	0.781857944	0.486980142	0.78841551	0.836085582	0.762850618	0.850038081	0.834940337	0.999843736	ENSFDAG00000013374_ENSFDAG00000013374	ENSFDAG00000013374	0
ENSFDAG00000013781	-0.036639504	0.252183887	-0.004304004	-0.026119729	-0.075335091	-0.003497445	-0.130576413	0.036500911	0.008457735	0.000404872	0.009451628	0.012093045	0.008180127	0.010630038	0.847916469	0.006103954	0.83062398	0.78818545	0.493305197	0.969153725	0.205342332	0.834940337	0.999843736	ENSFDAG00000013781_LUC7L3	LUC7L3	0
ENSFDAG00000015519	0.439170173	-0.219982522	-0.04897562	0.076380203	-0.017855411	0.219718752	0.120062412	0.310454523	0.071936348	0.003443599	0.08038979	0.102856081	0.069575183	0.090412629	0.430582478	0.412108325	0.403948042	0.78763011	0.955601264	0.404850201	0.68967677	0.834940337	0.999843736	ENSFDAG00000015519_CHMP1A	CHMP1A	0
ENSFDAG00000016358	-0.163551542	-0.001600861	0.01476874	-0.039133514	0.019792063	-0.082593294	0.339391432	0.081007748	0.018770548	0.000898548	0.020976328	0.026838518	0.018154443	0.023591614	0.565538812	0.990677224	0.622232322	0.787006979	0.903839565	0.539883014	0.027129973	0.834940337	0.999843736	ENSFDAG00000016358_ENSFDAG00000016358	ENSFDAG00000016358	0
ENSFDAG00000016771	-0.803490557	-0.250023694	0.107581924	-0.047659132	0.020735906	-0.095833053	0.078043568	0.121431676	0.028137298	0.001346935	0.03144379	0.040231291	0.027213748	0.035364139	0.021123844	0.136085606	0.003375042	0.788107683	0.917660536	0.561290027	0.678136676	0.834940337	0.999843736	ENSFDAG00000016771_APLP1	APLP1	0
ENSFDAG00000017082	0.040006161	-0.170381576	0.004037434	-0.032157092	0.172948014	-0.07299025	-0.012294813	0.055475668	0.012854433	0.000615343	0.014364994	0.018379535	0.012432513	0.016155992	0.86512501	0.132895108	0.870707646	0.788466801	0.202061834	0.512716201	0.92294189	0.834940337	0.999843736	ENSFDAG00000017082_ACSL1	ACSL1	0
ENSFDAG00000017510	0.317712895	-0.163271771	-0.035621467	0.037344971	0.075786081	0.068709517	0.165127306	0.074894222	0.017353965	0.000830736	0.019393278	0.024813058	0.016784356	0.021811193	0.245665312	0.21519713	0.216498864	0.78857021	0.630434448	0.595867607	0.263525893	0.834940337	0.999843736	ENSFDAG00000017510_SF3B1	SF3B1	0
ENSFDAG00000020572	0.380522487	-0.178447608	-0.03218045	-0.054469302	0.035302966	-0.111734487	0.038926989	0.158564005	0.036741341	0.001758811	0.041058919	0.052533531	0.035535381	0.046178063	0.339272268	0.351871807	0.442884946	0.788074642	0.877589551	0.553362002	0.8562516	0.834940337	0.999843736	ENSFDAG00000020572_AKAP8L	AKAP8L	0
ENSFDAG00000028130	-0.172189895	0.21912177	0.001713242	0.053784634	0.619776236	0.081833108	-0.269761213	0.15409748	0.035706389	0.001709268	0.039902347	0.051053735	0.034534399	0.044877292	0.660921194	0.246206964	0.966945579	0.787735738	0.006088613	0.659679891	0.202874744	0.834940337	0.575519481	ENSFDAG00000028130_ENSFDAG00000028130	ENSFDAG00000028130	0
ENSFDAG00000032627	-0.278554904	-1.10610298	0.095708869	-0.104423646	-0.377224149	-0.192269102	0.311424314	0.586377133	0.135871203	0.006504165	0.151837809	0.194271462	0.131411506	0.170768644	0.716032635	0.002693031	0.2353293	0.788711622	0.392083667	0.595843697	0.451081563	0.834940337	0.999843736	ENSFDAG00000032627_ENSFDAG00000032627	ENSFDAG00000032627	0
ENSFDAG00000003109	0.202073009	-0.056078269	-0.021320596	0.029905314	-0.085901645	-0.052992449	0.111859272	0.048215929	0.011172257	0.000534817	0.012485141	0.015974325	0.010805551	0.014041763	0.357434148	0.595732507	0.356566341	0.78897614	0.496721247	0.610199233	0.345181674	0.834986761	0.999843736	ENSFDAG00000003109_ENSFDAG00000003109	ENSFDAG00000003109	0
ENSFDAG00000001442	0.105537436	-0.195608189	-0.016592358	-0.092667795	-0.101453106	0.352112641	0.470976799	0.464119115	0.107542431	0.005148064	0.120180044	0.153766397	0.104012569	0.135163852	0.876888795	0.550853492	0.817118777	0.789231698	0.79584916	0.274925866	0.200172838	0.835077654	0.999843736	ENSFDAG00000001442_RF00409	RF00409	0
ENSFDAG00000010782	0.108001079	0.043756516	-0.014439301	-0.014827605	-0.031545051	0.021424843	-0.007806227	0.011881083	0.002753001	0.000131786	0.003076514	0.003936298	0.00266264	0.003460088	0.321767556	0.404309692	0.20846481	0.789217999	0.615111439	0.677992625	0.894424187	0.835077654	0.999843736	ENSFDAG00000010782_NAPG	NAPG	0
ENSFDAG00000002277	0.041110852	-0.187157868	0.009832718	0.041424007	-0.067886775	-0.210545149	0.006175835	0.092949161	0.021537529	0.001031003	0.024068464	0.030794805	0.020830603	0.027069272	0.892734697	0.202205368	0.759431764	0.789461277	0.698864722	0.14462149	0.970056989	0.83518197	0.999843736	ENSFDAG00000002277_ENSFDAG00000002277	ENSFDAG00000002277	0
ENSFDAG00000011581	0.23123671	-0.328301159	-0.017594743	0.038482649	0.177838209	0.126350089	0.074236675	0.080272503	0.018600182	0.000890392	0.020785942	0.026594926	0.017989669	0.023377491	0.414410701	0.016074963	0.55542718	0.789531236	0.275492938	0.346178131	0.627297669	0.83518197	0.999843736	ENSFDAG00000011581_PIGB	PIGB	0
ENSFDAG00000016236	-0.039863136	-0.23800733	-0.001426456	0.113805662	-0.140102422	0.314016528	0.373821793	0.70347321	0.163003886	0.007803009	0.182158929	0.233066334	0.157653614	0.204870141	0.962092577	0.555519045	0.987116068	0.78974005	0.77165891	0.429024702	0.408863175	0.835281228	0.999843736	ENSFDAG00000016236_OSR1	OSR1	0
ENSFDAG00000006461	0.73374236	-0.557689202	-0.06821727	0.078928631	0.071740429	0.145292648	0.311226861	0.340127363	0.078811931	0.003772733	0.088073342	0.112686932	0.076225089	0.09905415	0.208347586	0.046973935	0.266731073	0.790271899	0.830772311	0.598712363	0.322725043	0.835565929	0.999843736	ENSFDAG00000006461_NTRK1	NTRK1	0
ENSFDAG00000015514	-0.06124622	0.261608988	-0.002268996	0.031290281	-0.048348373	-0.055110346	-0.116552437	0.053545439	0.012407174	0.000593932	0.013865176	0.017740035	0.011999934	0.015593858	0.79125743	0.018842178	0.92582146	0.790444245	0.71660613	0.614902605	0.350639247	0.835565929	0.999843736	ENSFDAG00000015514_EXO5	EXO5	0
ENSFDAG00000015870	-0.089027214	0.2338337	0.000491281	-0.027155261	-0.013297596	-0.003732601	-0.066606954	0.040392488	0.009359464	0.000448038	0.010459321	0.013382356	0.009052259	0.011763369	0.657788786	0.015647832	0.981482861	0.790606558	0.908485201	0.96870595	0.539135583	0.835565929	0.999843736	ENSFDAG00000015870_PHAX	PHAX	0
ENSFDAG00000016241	0.120271411	-0.298138719	-0.005041422	0.070879137	-0.055018184	0.084496776	0.145096155	0.275174497	0.063761508	0.003052268	0.071254301	0.091167525	0.061668665	0.080138145	0.818654521	0.23772243	0.927292479	0.790601538	0.855413328	0.733662526	0.608266117	0.835565929	0.999843736	ENSFDAG00000016241_NOM1	NOM1	0
ENSFDAG00000017055	-0.073993574	-0.161470846	0.023531083	0.082740636	-0.16267572	-0.269921245	-0.011453691	0.373347905	0.086509562	0.004141219	0.096675543	0.123693164	0.083670061	0.108728857	0.903613375	0.583014368	0.714618584	0.790154799	0.643693672	0.350741899	0.972290685	0.835565929	0.999843736	ENSFDAG00000017055_TCF7L2	TCF7L2	0
ENSFDAG00000019231	-0.46652806	-0.385366226	0.060939482	0.06922807	-0.131700644	0.002282042	0.638650028	0.26192893	0.060692337	0.002905347	0.067824464	0.086779162	0.058700234	0.076280683	0.361999529	0.117758401	0.258233594	0.790377185	0.654821068	0.992484856	0.020757794	0.835565929	0.999843736	ENSFDAG00000019231_GCNT2	GCNT2	0
ENSFDAG00000005713	0.008906713	0.133975432	-0.007491543	0.022334257	-0.146796254	0.057438232	-0.004097109	0.027350891	0.006337557	0.000303379	0.007082301	0.00906157	0.006129539	0.007965308	0.957050126	0.092390012	0.667116552	0.790709148	0.123048688	0.463163913	0.963384601	0.835576671	0.999843736	ENSFDAG00000005713_CFDP1	CFDP1	0
ENSFDAG00000018620	-0.39753312	0.647232896	0.024025022	0.035741974	-0.230318184	-0.173199565	-0.20070994	0.070199244	0.016266077	0.000778658	0.018177549	0.023257574	0.015732176	0.02044389	0.13351078	3.88E-07	0.389252066	0.790931894	0.130982149	0.167319324	0.160395865	0.835702696	0.999843736	ENSFDAG00000018620_MSANTD3	MSANTD3	0
ENSFDAG00000003701	3.582848389	0.228006516	-0.404826215	-0.205367507	-1.864178075	-0.44135322	-0.436810811	3.605315212	0.094594075	0.046094723	0.602110993	0.631773031	0.095690914	0.125204686	0.059169145	0.458489531	0.05935271	0.791268979	0.019009448	0.153649063	0.217025124	0.835846126	0.835830258	ENSFDAG00000003701_CLDN17	CLDN17	0
